,useridentifier,headers.x-session-id,id,event,timestamp,feed
112236,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/pagination,,2021-05-20 11:08:04.435,
112262,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/oneplus/oneplus-8-pro-cases/lp,,2021-05-20 11:08:24.596,
112263,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/pagination,,2021-05-20 11:08:08.826,
112302,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/pagination,,2021-05-20 11:08:23.656,
112357,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/pagination,,2021-05-20 11:09:15.410,
112383,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/bp,,2021-05-20 11:08:12.966,
112406,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/pagination,,2021-05-20 11:07:36.712,
112445,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/pagination,,2021-05-20 11:08:21.134,
112469,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4wZTJrcGk2dDh4dGE=,/fn/nop,screen_view_dp,2021-05-20 11:10:29.899,"{'screen_name': 'dp', 'filters': 'pid~COMNDO-SRIS-BLK-CLR-DO-SS-GLS21'}"
112559,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/pagination,,2021-05-20 11:10:06.844,
112561,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/,,2021-05-20 11:12:26.638,
112604,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/pagination,,2021-05-20 11:07:50.931,
112614,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/nop,screen_view_lfp,2021-05-20 11:12:01.577,"{'screen_name': 'lfp', 'filters': 'brand~samsung,cid~1101,model~galaxy-s21-ultra'}"
112641,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/,,2021-05-20 11:12:00.156,
112710,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/samsung/galaxy-s21-ultra-cases/lp,,2021-05-20 11:12:06.691,
112724,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/nop,screen_view_lfp,2021-05-20 11:12:08.757,"{'screen_name': 'lfp', 'filters': 'brand~samsung,cid~1101,collection~city-tags,model~galaxy-s21-ultra'}"
112798,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/pagination,,2021-05-20 11:09:45.126,
112828,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/pagination,,2021-05-20 11:08:06.649,
112874,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,screen_view_lp,2021-05-20 11:09:10.435,"{'screen_name': 'lp', 'filters': 'brand~apple,cid~1101,model~iphone-11'}"
112916,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/pagination,,2021-05-20 11:09:18.930,
112954,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,screen_view_dp,2021-05-20 11:08:49.490,"{'screen_name': 'dp', 'filters': 'pid~GLAS-MAR-OCE-DOB-ON-8PRO'}"
112958,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/oneplus/oneplus-8-pro-cases/lp,,2021-05-20 11:08:55.863,
113025,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/,,2021-05-20 11:12:29.359,
113068,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/,,2021-05-20 11:09:07.011,
113083,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,screen_view_lp,2021-05-20 11:08:51.639,"{'screen_name': 'lp', 'filters': 'brand~oneplus,cid~1101,model~oneplus-8-pro'}"
113161,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/pagination,,2021-05-20 11:10:30.680,
113203,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/pagination,,2021-05-20 11:07:59.348,
113244,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/,,2021-05-20 11:12:15.223,
113260,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/nop,screen_view_lfp,2021-05-20 11:12:30.303,"{'screen_name': 'lfp', 'filters': 'brand~samsung,cid~1101,model~galaxy-s10'}"
113264,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,screen_view_rfp,2021-05-20 11:08:57.690,"{'screen_name': 'rfp', 'filters': 'brand~oneplus,cid~1101,rf~model'}"
113312,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/vivo-mobile-cases/rfp,,2021-05-20 11:07:52.474,
113357,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4wZTJrcGk2dDh4dGE=,/mobile-cases/rfp,,2021-05-20 11:10:26.406,
113370,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,screen_view_dp,2021-05-20 11:08:53.214,"{'screen_name': 'dp', 'filters': 'pid~GLAS-CAMO-LINE-DOB-ON-8PRO'}"
113411,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/navigation/cart/update,,2021-05-20 11:15:18.927,
113433,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/samsung/galaxy-s10-cases/lp,,2021-05-20 11:12:33.194,
113434,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4wZTJrcGk2dDh4dGE=,/fn/,,2021-05-20 11:10:34.690,
113452,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/pagination,,2021-05-20 11:08:44.684,
113467,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/nop,screen_view_lfp,2021-05-20 11:12:34.666,"{'screen_name': 'lfp', 'filters': 'brand~samsung,cid~1101,collection~city-tags,model~galaxy-s10'}"
113511,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/nop,screen_view_cp,2021-05-20 11:10:38.345,"{'screen_name': 'cp', 'filters': ''}"
113531,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/,,2021-05-20 11:10:37.495,
113552,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/bp,,2021-05-20 11:10:55.485,
113554,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/apple/iphone-11-cases/lp,,2021-05-20 11:10:40.985,
113657,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,screen_view_rfp,2021-05-20 11:08:59.292,"{'screen_name': 'rfp', 'filters': 'cid~1101,rf~brand'}"
113707,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/bp,,2021-05-20 11:15:05.658,
113759,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/dailyobjects-camo-lines-glass-case-cover-for-iphone-11/dp,,2021-05-20 11:10:47.013,
113841,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,view_item,2021-05-20 11:10:41.411,"{'currency': 'INR', 'value': 999, 'items': [[{'key': 'item_id', 'value': 'GLAS-CAMO-LINE-DOB-AP-IPH11', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Camo Lines Glass Case Cover For iPhone 11', 'type': 'STRING'}, {'key': 'item_category', 'value': '1101', 'type': 'STRING'}, {'key': 'price', 'value': 999, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
113896,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/,,2021-05-20 11:10:42.993,
113957,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/pagination,,2021-05-20 11:09:27.786,
114143,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/tempered-glass-screen-protector-for-oneplus-8-pro/dp,,2021-05-20 11:15:21.784,
114144,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,screen_view_dp,2021-05-20 11:14:47.836,"{'screen_name': 'dp', 'filters': 'pid~TEMP-SCR-GUAR-ON-8PRO'}"
114205,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/navigation/cart/update,,2021-05-20 11:14:56.924,
114230,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/pagination,,2021-05-20 11:12:44.168,
114272,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,view_cart,2021-05-20 11:11:00.509,"{'currency': 'INR', 'value': 1998, 'items': [[{'key': 'item_id', 'value': 'GLAS-CAMO-LINE-DOB-ON-8PRO', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Camo Lines Glass Case Cover For OnePlus 8 Pro', 'type': 'STRING'}, {'key': 'item_category', 'value': '1101', 'type': 'STRING'}, {'key': 'price', 'value': 999, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}], [{'key': 'item_id', 'value': 'GLAS-CAMO-LINE-DOB-AP-IPH11', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Camo Lines Glass Case Cover For iPhone 11', 'type': 'STRING'}, {'key': 'item_category', 'value': '1101', 'type': 'STRING'}, {'key': 'price', 'value': 999, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
114275,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,screen_view_dp,2021-05-20 11:15:28.272,"{'screen_name': 'dp', 'filters': 'pid~PRVCY-GLAS-PROTC-AP-IPH11'}"
114494,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/nop,screen_view_hp,2021-05-20 11:10:39.176,"{'screen_name': 'hp', 'filters': 'page~0'}"
114595,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/nop,screen_view_rfp,2021-05-20 11:12:17.279,"{'screen_name': 'rfp', 'filters': 'brand~samsung,cid~1101,rf~model'}"
114608,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,screen_view_dp,2021-05-20 11:15:22.226,"{'screen_name': 'dp', 'filters': 'pid~TEMP-SCR-GUAR-ON-8PRO'}"
114630,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,view_cart,2021-05-20 11:15:17.067,"{'currency': 'INR', 'value': 2797, 'items': [[{'key': 'item_id', 'value': 'GLAS-CAMO-LINE-DOB-ON-8PRO', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Camo Lines Glass Case Cover For OnePlus 8 Pro', 'type': 'STRING'}, {'key': 'item_category', 'value': '1101', 'type': 'STRING'}, {'key': 'price', 'value': 999, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}], [{'key': 'item_id', 'value': 'GLAS-CAMO-LINE-DOB-AP-IPH11', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Camo Lines Glass Case Cover For iPhone 11', 'type': 'STRING'}, {'key': 'item_category', 'value': '1101', 'type': 'STRING'}, {'key': 'price', 'value': 999, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}], [{'key': 'item_id', 'value': 'TEMP-SCR-GUAR-ON-8PRO', 'type': 'STRING'}, {'key': 'item_name', 'value': 'OnePlus 8 Pro - Tempered Glass Screen Protector', 'type': 'STRING'}, {'key': 'item_category', 'value': '1803', 'type': 'STRING'}, {'key': 'price', 'value': 799, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
114689,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5peTkzcnViMGhk,/fn/nop,screen_view_lp,2021-05-20 11:12:26.597,"{'screen_name': 'lp', 'filters': 'brand~samsung,cid~1101,model~galaxy-s10'}"
115026,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/bp,,2021-05-20 11:16:59.749,
115318,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/bag/add,add_to_cart,2021-05-20 11:23:16.887,"{'currency': 'INR', 'value': 999, 'items': [[{'key': 'item_id', 'value': 'PLN-GLAS-PUR-IRI-GRA-DOB-SS-GLS20FE', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Purple Iris Gradient Glass Case Cover For Samsung Galaxy S20 FE', 'type': 'STRING'}, {'key': 'item_category', 'value': '1101', 'type': 'STRING'}, {'key': 'price', 'value': 999, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
115501,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/samsung-mobile-cases/rfp,,2021-05-20 11:22:56.848,
115810,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/mobile-cases/rfp,,2021-05-20 11:23:55.948,
116026,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/samsung/galaxy-s20-fe-cases/lp,,2021-05-20 11:23:05.453,
116214,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/pagination,,2021-05-20 11:23:03.627,
116245,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,screen_view_cp,2021-05-20 11:23:56.865,"{'screen_name': 'cp', 'filters': ''}"
116666,60a5daf60da2c6793191eac5,MC5hOHBhcXY4NGhtZA==,/fn/nop,screen_view_dp,2021-05-20 06:28:32.641,"{'screen_name': 'dp', 'filters': 'pid~SCRLT-RED-LPHN-SLVE-ON-8PRO'}"
116757,60a5daf60da2c6793191eac5,MC5hOHBhcXY4NGhtZA==,/dailyobjects-deep-navy-slip-in-leather-phone-sleeve-for-oneplus-8-pro/dp,,2021-05-20 06:28:30.698,
117761,60a5daf60da2c6793191eac5,MC5hOHBhcXY4NGhtZA==,/dailyobjects-deep-navy-slip-in-leather-phone-sleeve-for-oneplus-8-pro/dp,,2021-05-20 06:28:29.612,
117832,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/nop,screen_view_dp,2021-05-20 08:03:38.575,"{'screen_name': 'dp', 'filters': 'pid~GLAS-GREE-POLK-DOB-ON-8PRO'}"
118555,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:04:56.869,
118582,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:04:45.397,
118963,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:04:26.421,
119029,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:03:51.948,
119186,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:05:41.519,
119219,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/oneplus/oneplus-8-pro-cases/lp,,2021-05-20 08:03:42.118,
119263,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/nop,screen_view_lp,2021-05-20 08:07:16.997,"{'screen_name': 'lp', 'filters': 'brand~apple,cid~1101,model~iphone-11'}"
119368,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/nop,screen_view_rfp,2021-05-20 08:07:10.183,"{'screen_name': 'rfp', 'filters': 'brand~oneplus,cid~1101,rf~model'}"
119525,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:05:27.441,
119626,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:08:01.435,
119711,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:07:26.498,
119960,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/oneplus-mobile-cases/rfp,,2021-05-20 08:07:09.686,
119972,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/dailyobjects-trio-quin-glass-case-cover-for-iphone-11/dp,,2021-05-20 08:07:35.948,
119977,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/mobile-cases/rfp,,2021-05-20 08:07:11.386,
120369,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:08:20.685,
120492,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/dailyobjects-blue-vertical-glass-case-cover-for-iphone-11/dp,,2021-05-20 08:08:51.236,
120545,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/apple/iphone-11-cases/lp,,2021-05-20 08:09:27.674,
120616,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/nop,screen_view_lp,2021-05-20 08:09:39.014,"{'screen_name': 'lp', 'filters': 'brand~apple,cid~1101,model~iphone-11'}"
120743,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5sYjVtZXhja2o0Yg==,/,,2021-05-20 10:05:07.759,
120758,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC40aW1sZHlidno5Nw==,/gp,,2021-05-20 10:06:06.276,
120902,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/nop,screen_view_lp,2021-05-20 08:09:29.034,"{'screen_name': 'lp', 'filters': 'brand~apple,cid~1101,model~iphone-11'}"
120945,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/nop,screen_view_dp,2021-05-20 08:08:51.633,"{'screen_name': 'dp', 'filters': 'pid~GLAS-BLUE-VERT-DOB-AP-IPH11'}"
120946,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/nop,screen_view_cp,2021-05-20 08:09:10.526,"{'screen_name': 'cp', 'filters': ''}"
120965,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/nop,screen_view_lp,2021-05-20 08:09:12.058,"{'screen_name': 'lp', 'filters': 'brand~apple,cid~1101,model~iphone-11'}"
120998,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/,,2021-05-20 08:08:42.091,
121024,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/fn/,,2021-05-20 10:07:04.396,
121086,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/dailyobjects-blue-vertical-glass-case-cover-for-iphone-11/dp,,2021-05-20 08:08:56.480,
121310,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/,,2021-05-20 10:07:01.487,
121311,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/fn/nop,screen_view_cp,2021-05-20 10:07:01.816,"{'screen_name': 'cp', 'filters': ''}"
121344,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/nop,screen_view_dp,2021-05-20 08:09:25.346,"{'screen_name': 'dp', 'filters': 'pid~GLAS-BLUE-VERT-DOB-AP-IPH11'}"
121433,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/apple/iphone-12-pro-cases/lp,,2021-05-20 10:07:23.832,
121448,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/cases-sleeves/cp,,2021-05-20 10:07:02.987,
121464,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/fn/,,2021-05-20 10:07:24.305,
121483,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/fn/,,2021-05-20 10:07:15.384,
121509,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC40aW1sZHlidno5Nw==,/fn/nop,screen_view_dp,2021-05-20 10:05:50.782,"{'screen_name': 'dp', 'filters': 'pid~WELD-UV-PKT-STERLZR'}"
121515,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/dailyobjects-blue-vertical-glass-case-cover-for-iphone-11/dp,,2021-05-20 08:09:25.082,
121607,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/nop,screen_view_dp,2021-05-20 08:10:41.177,"{'screen_name': 'dp', 'filters': 'pid~GLAS-TROP-LINE-DOB-AP-IPH11'}"
121622,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/fn/nop,screen_view_rfp,2021-05-20 10:07:05.962,"{'screen_name': 'rfp', 'filters': 'brand~apple,cid~1101,rf~model'}"
121651,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:10:59.702,
121671,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:12:02.946,
121741,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/apple/iphone-11-pro-max-cases/lp,,2021-05-20 10:07:42.173,
121745,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/fn/nop,screen_view_cp,2021-05-20 10:07:01.905,"{'screen_name': 'cp', 'filters': ''}"
121860,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/fn/nop,screen_view_gp,2021-05-20 10:07:48.587,"{'screen_name': 'gp', 'filters': 'page~dp,pid~STRD-CLR-DOB-AP-IPH11PROMAX,type~returnsAndDelivery'}"
121876,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/nop,screen_view_dp,2021-05-20 08:11:43.768,"{'screen_name': 'dp', 'filters': 'pid~GLAS-CAMO-LINE-DOB-AP-IPH11'}"
121901,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/fn/,,2021-05-20 10:07:11.611,
121913,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/,,2021-05-20 08:10:51.529,
121932,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:09:58.108,
122061,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:11:19.348,
122111,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/apple/iphone-12-pro-cases/lp,,2021-05-20 10:07:30.769,
122112,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/fn/,,2021-05-20 10:07:30.953,
122208,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/fn/nop,screen_view_dp,2021-05-20 10:07:27.471,"{'screen_name': 'dp', 'filters': 'pid~FORST-GRN-LPHN-SLVE-AP-IPH12PRO'}"
122295,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/dailyobjects-stride-black-clear-case-cover-for-iphone-11-pro-max/dp,,2021-05-20 10:07:42.197,
122297,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/fn/nop,view_item,2021-05-20 10:07:42.679,"{'currency': 'INR', 'value': 1199, 'items': [[{'key': 'item_id', 'value': 'STRD-CLR-DOB-AP-IPH11PROMAX', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Stride Black Clear Case Cover For iPhone 11 Pro Max', 'type': 'STRING'}, {'key': 'item_category', 'value': '1101', 'type': 'STRING'}, {'key': 'price', 'value': 1199, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
122335,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/pagination,,2021-05-20 08:11:28.764,
122408,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/dailyobjects-cravings-before-savings-stride-case-cover-for-iphone-12-pro/dp,,2021-05-20 10:07:20.425,
122409,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/fn/nop,view_item,2021-05-20 10:07:20.709,"{'currency': 'INR', 'value': 1499, 'items': [[{'key': 'item_id', 'value': 'STRD-CRAV-BEFO-SAV-DOB-AP-IPH12PRO', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Cravings Before Savings Stride Case Cover For iPhone 12 Pro', 'type': 'STRING'}, {'key': 'item_category', 'value': '1101', 'type': 'STRING'}, {'key': 'price', 'value': 1499, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
122449,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/samsung/galaxy-s20-fe-cases/lp,,2021-05-20 08:13:15.868,
122453,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/nop,screen_view_rfp,2021-05-20 08:13:07.902,"{'screen_name': 'rfp', 'filters': 'brand~apple,cid~1101,rf~model'}"
122456,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/samsung/galaxy-s20-fe-cases/lp,,2021-05-20 08:13:12.765,
122643,60a5daf60da2c6793191eac5,MC5qdnVuMnBvbmJ4Yw==,/fn/bag/add,add_to_cart,2021-05-20 08:13:32.836,"{'currency': 'INR', 'value': 999, 'items': [[{'key': 'item_id', 'value': 'PLN-GLAS-UND-GRA-DOB-SS-GLS20FE', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Underwater Gradient Glass Case Cover For Samsung Galaxy S20 FE', 'type': 'STRING'}, {'key': 'item_category', 'value': '1101', 'type': 'STRING'}, {'key': 'price', 'value': 999, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
122653,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC43amc4MHgzenNrbg==,/fn/nop,screen_view_rfp,2021-05-20 10:07:04.663,"{'screen_name': 'rfp', 'filters': 'cid~1101,rf~brand'}"
